name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family
Junior Science and Humanities Symposium (JSHS),"National STEM research competition for high school students conducting original research, with regional and national symposiums showcasing student research presentations and fostering STEM careers.",https://www.societyforscience.org/jshs/,Society for Science,Research Competition,All STEM,9-12,Free,National,6-9 months research project,High,Medium,Regional deadlines vary,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
Regional Science Fair (ISEF Qualifying),"Local and regional science fairs serving as qualifying competitions for ISEF, where students present independent research projects and compete for advancement to international competition.",https://www.societyforscience.org/isef/how-to-compete/,Society for Science,Science Competition,All STEM,9-12,Free,Regional,4-8 months research project,Medium,Medium,Winter/Spring regionally,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
State Science Fair (ISEF Qualifying),"State-level science competitions that serve as the final qualifying step for ISEF, bringing together regional winners to compete for international science fair advancement and state recognition.",https://www.societyforscience.org/isef/international-affiliates/,Society for Science,Science Competition,All STEM,9-12,Free,State,6-10 months research project,High,Medium,Spring state competitions,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
Thermo Fisher Scientific Junior Innovators Challenge,"Middle school competition challenging teams to identify a real-world problem and use STEM skills to create an innovative solution, emphasizing collaboration and practical application of scientific knowledge.",https://www.societyforscience.org/junior-innovators-challenge/,Society for Science,Innovation Competition,All STEM,5-8,Free,National,2-4 months team project,Basic,High,Spring submissions,Medium,True,Any,Equipment,Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
Society for Science Alumni Network,"Ongoing mentorship and networking opportunities for past competition participants, providing career guidance, research connections, and continued STEM community involvement.",https://www.societyforscience.org/alumni/,Society for Science,Mentorship Program,All STEM,9-12,Free,Virtual,Ongoing participation,Medium,High,Open enrollment,Medium,True,Any,Equipment,Free,True,True,True,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
IXL Math - Kindergarten,"Comprehensive kindergarten math curriculum with 200+ skills. Counting to 20, number recognition, basic addition and subtraction, shapes, patterns, measurement, and comparison. Adaptive practice with instant feedback.",https://www.ixl.com/math/kindergarten,IXL Learning,Learning Platform,"Mathematics, Early Math",K,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 1st Grade,"First grade math with 300+ skills. Addition and subtraction within 20, place value, time, money, measurement, data and graphs, and geometry. Standards-aligned adaptive learning.",https://www.ixl.com/math/grade-1,IXL Learning,Learning Platform,"Mathematics, Arithmetic",1,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 2nd Grade,"Second grade math covering 400+ skills. Addition and subtraction within 100, place value to 1000, multiplication foundations, fractions, measurement, time, money, and data analysis.",https://www.ixl.com/math/grade-2,IXL Learning,Learning Platform,"Mathematics, Arithmetic",2,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 3rd Grade,"Third grade math with 500+ skills. Multiplication and division, fractions, area and perimeter, time, measurement, data, and problem-solving. Interactive practice with real-world applications.",https://www.ixl.com/math/grade-3,IXL Learning,Learning Platform,"Mathematics, Multiplication, Fractions",3,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 4th Grade,"Fourth grade math covering 600+ skills. Multi-digit multiplication and division, fractions and decimals, measurement conversions, geometry, and data interpretation. Comprehensive skill building.",https://www.ixl.com/math/grade-4,IXL Learning,Learning Platform,"Mathematics, Fractions, Decimals, Geometry",4,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 5th Grade,"Fifth grade math with 700+ skills. Decimal operations, fraction operations, volume, coordinate planes, and algebraic thinking. Prepare for middle school mathematics.",https://www.ixl.com/math/grade-5,IXL Learning,Learning Platform,"Mathematics, Decimals, Algebra Basics",5,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 6th Grade,"Sixth grade math covering 800+ skills. Ratios, rates, percentages, negative numbers, algebraic expressions, equations, area, surface area, and statistics. Middle school mathematics foundation.",https://www.ixl.com/math/grade-6,IXL Learning,Learning Platform,"Mathematics, Algebra, Ratios, Statistics",6,Paid,Online,Self-paced,Low,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 7th Grade,"Seventh grade math with 900+ skills. Proportional relationships, rational numbers, linear equations, geometric constructions, probability, and statistics. Advanced middle school topics.",https://www.ixl.com/math/grade-7,IXL Learning,Learning Platform,"Mathematics, Algebra, Geometry, Probability",7,Paid,Online,Self-paced,Low,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - 8th Grade,"Eighth grade math covering 1000+ skills. Linear functions, systems of equations, transformations, Pythagorean theorem, exponents, and scientific notation. Algebra 1 preparation.",https://www.ixl.com/math/grade-8,IXL Learning,Learning Platform,"Mathematics, Algebra, Functions, Geometry",8,Paid,Online,Self-paced,Low,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - Algebra 1,"Complete Algebra 1 curriculum with 1000+ skills. Linear equations, inequalities, systems, quadratic functions, polynomials, factoring, and exponential functions. High school mathematics foundation.",https://www.ixl.com/math/algebra-1,IXL Learning,Learning Platform,"Mathematics, Algebra, Equations, Functions",8-10,Paid,Online,Self-paced,Low,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - Geometry,"Comprehensive geometry curriculum with 900+ skills. Proofs, transformations, congruence, similarity, trigonometry, circles, and coordinate geometry. Visual and interactive practice.",https://www.ixl.com/math/geometry,IXL Learning,Learning Platform,"Mathematics, Geometry, Trigonometry, Proofs",9-11,Paid,Online,Self-paced,Medium,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - Algebra 2,"Advanced algebra with 1100+ skills. Polynomials, rational expressions, logarithms, sequences, series, conic sections, and complex numbers. College preparatory mathematics.",https://www.ixl.com/math/algebra-2,IXL Learning,Learning Platform,"Mathematics, Algebra, Advanced Math",10-12,Paid,Online,Self-paced,Medium,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - Precalculus,"Precalculus curriculum with 800+ skills. Advanced functions, trigonometry, vectors, matrices, parametric equations, and polar coordinates. Preparation for calculus.",https://www.ixl.com/math/precalculus,IXL Learning,Learning Platform,"Mathematics, Precalculus, Trigonometry, Advanced Math",11-12,Paid,Online,Self-paced,High,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Math - Calculus,"Calculus curriculum covering limits, derivatives, integrals, and applications. AP Calculus AB/BC aligned content with comprehensive practice problems.",https://www.ixl.com/math/calculus,IXL Learning,Learning Platform,"Mathematics, Calculus, Advanced Math",11-12,Paid,Online,Self-paced,High,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
IXL Science - 2nd Grade,"Elementary science curriculum with 150+ skills. Plants and animals, habitats, matter, forces, energy, weather, and scientific inquiry. Interactive diagrams and real-world scenarios.",https://www.ixl.com/science/grade-2,IXL Learning,Learning Platform,"Science, Biology, Physics, Earth Science",2,Paid,Online,Self-paced,,Medium,Rolling,High,Limited,Optional,Subscription,$100-$500,True,True,True,High,True,False,Required,International,Optional,False,,ixl_learning,
